Sr. No.,Work category,WORK,State,IDA,Hon'ble Members of Parliament,Elected/Nominated,Work description,Recommended date,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date
2842,Normal/Others,WS/MP192/2023-2024/81149-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Ladpura me Deeraj ke ghar ke samne talab par. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Amit Bhati-9311999155",2024-01-12,659782,2024-03-07
2843,Normal/Others,WS/MP192/2023-2024/81150-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Dujana me main chaurahe per. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Ompal pramukh-9810539808",2024-01-12,659782,2024-03-07
2844,Normal/Others,WS/MP192/2023-2024/81151-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Dujana me ratan singh ke ghar ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-babli Nagar-9811066536",2024-01-12,659782,2024-03-07
2845,Normal/Others,WS/MP192/2023-2024/81152-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Jila karyalay Bhajpa Tilapta karanwas ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Gajendra Mavi-9899167108",2024-01-12,659782,2024-03-07
2846,Normal/Others,WS/MP192/2023-2024/81153-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Khatana Deerkhera me pulk e pass.. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Vijendra pramukh-9971596889",2024-01-12,659782,2024-03-07
2847,Normal/Others,WS/MP192/2023-2024/81154-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Chithehara me bich raste paraw par.. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Vijendra pramukh-9971596889",2024-01-12,659782,2024-03-07
2848,Normal/Others,WS/MP192/2023-2024/81155-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Birondi chaksenpur me Gajendra mavi ke ghar ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Gajendra mavi-98991671089971596889",2024-01-12,659782,2024-03-07
2849,Normal/Others,WS/MP192/2023-2024/81156-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Milak Khatana me school ke pass chaurahe par Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Vijendra pramukh-9971596889",2024-01-12,659782,2024-03-07
2850,Normal/Others,WS/MP192/2023-2024/81157-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Village Anandpur me talab ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Vijendra pramukh-9971596889",2024-01-12,659782,2024-03-07
2851,Repair and Renovation,WS/MP140/2024-2025/81283-Construction of community centers and community halls,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,New Construction of Training Hall at PHC in Kiratpur Sahib Distt. Rupnagar. (Nagar panchayat Kiratpur Sahib),2024-01-13,2500000,2024-08-12
2852,Normal/Others,"WS/MP052/2024-2025/81406-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Shri Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,Construction work of P. C. C. Road from Mohan wasi das house to Narayan vaypari's house in sanichari bangali colony Ward No.2 of yogapatti block west champaran bihar. Estimated amount rs. 600000.,2024-01-13,596968,2024-10-09
2853,Normal/Others,"WS/MP052/2023-2024/81477-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Shri Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,"Construction work of P. C. C. Road from vaiju yadav's house to nareah's yadav house in dakshin teluhwa, vill- Naurahi Ward No.15 of Nautan block west champaran bihar. Estimated amount rs. 1000000.",2024-01-13,995385,2024-03-01
2854,Normal/Others,"WS/MP052/2024-2025/81491-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Shri Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,Construction work of P. C. C. Road from rajdev paswan's house to uday ojha's house in Badhadwa Kala Purvi of Kotwa block east champaran bihar. Estimated amount rs. 1000000.,2024-01-13,989459,2024-07-11
2855,Normal/Others,WS/MP192/2023-2024/81621-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Lighting of public spaces.(Eight light wali) Nagarpalika Dankor ke ward no.6 jhajhar Road ke Ghasi Mandir ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Deepak Chiyarman -8630192568,2024-01-13,659782,2024-03-07
2856,Normal/Others,WS/MP192/2023-2024/81622-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Lighting of public spaces.(Eight light wali) Nagarpalika Dankor ke ward no.9 Dhanori Road Khera dewat Mandir ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-Deepak Chiyarman 8630192568,2024-01-13,660000,2024-03-07
2857,Normal/Others,WS/MP192/2023-2024/81623-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , kasba Jewar me tahsil ke samne yatri shed ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-MLA Dhirendra Singh-9412225444",2024-01-13,659782,2024-03-07
2858,Normal/Others,WS/MP192/2023-2024/81624-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , kasba Jewar me Khurja Jewar Road ke samne yatri shed ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-MLA Dhirendra Singh-9412225444",2024-01-13,659782,2024-03-07
2859,Normal/Others,WS/MP192/2023-2024/81625-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Nagar Panchayat jahangirpur me prachin shiv mandir chauk Jhajhar Road per. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-MLA Dhirendra Singh-9412225444",2024-01-13,659782,2024-03-07
2860,Normal/Others,WS/MP192/2023-2024/81626-Lighting of public spaces,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"Lighting of public spaces.(Eight light wali) , Nagar Panchayat jahangirpur me Main market road Atar singh ke gate ke pass Sachin meena ki dukan ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr Contact-MLA Dhirendra Singh-9412225444",2024-01-13,659782,2024-03-07
2861,Normal/Others,WS/MP192/2023-2024/81627-Installing community drinking water plants,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Public Drinking Water /ATM- Village Piyawali me pathwari mandir par. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr. Contact- Nitesh Sishodiya-9717662250,2024-01-13,984000,2024-03-07
2862,Normal/Others,WS/MP192/2023-2024/81628-Installing community drinking water plants,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Public Drinking Water /ATM- Jila karyalay Bhajpa tilapta karanwash ke pass. Working Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr. Contact- Gajendra mavi-9899167108,2024-01-13,984000,2024-03-07
2863,Normal/Others,WS/MP192/2023-2024/81629-Installation of multi-gym equipment,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Installation of Multy-Gym Equipment- Village Piyawali Tajpur Jatav Basti ke pass. Working -Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr.. Contact- Nitesh Sishodiya-9717662250,2024-01-13,805000,2024-03-07
2864,Normal/Others,WS/MP192/2023-2024/81630-Installation of multi-gym equipment,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Installation of Multy-Gym Equipment- Eldeco society G.Noida ke pass. Working -Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr.. Contact- Gajendra Mavi-9899167108,2024-01-13,805000,2024-03-07
2865,Normal/Others,WS/MP192/2023-2024/81631-Installation of multi-gym equipment,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Installation of Multy-Gym Equipment- Village Dujana stedium par. Working -Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr.. ContacInstallation of Multy-Gym Equipment- Village Dujana stedium par. Working -Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr.. Contact- Ompal Pradhan-9810539808 t- Ompal Pradhan-9810539808,2024-01-13,805000,2024-03-07
2866,Normal/Others,WS/MP192/2023-2024/81632-Installation of multi-gym equipment,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Installation of Multy-Gym Equipment- Village ladpura me panchayat Ghar me. Working -Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr.. Contact- Amit Bhati-09311999155,2024-01-13,805000,2024-03-07
2867,Normal/Others,WS/MP192/2023-2024/81633-Installation of multi-gym equipment,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Installation of Multy-Gym Equipment- Village Ghanghola me Barat Ghar me. Working -Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr.. Contact-Rajesh p- 9311624720,2024-01-13,805000,2024-03-07
2868,Normal/Others,WS/MP192/2023-2024/81634-Installation of multi-gym equipment,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Installation of Multy-Gym Equipment- Village Kanarsi me tainki ke maidan me. Working -Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr.. Contact-Rajeev Nagar-9811722900,2024-01-13,805000,2024-03-07
2869,Normal/Others,WS/MP192/2023-2024/81637-Installation of multi-gym equipment,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Shri Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,Installation of Multy-Gym Equipment- Village Dadupur me Samll Park par. Working -Agency- Provincial Co-Operative Construction And Development LTD Bulandshahr.. Contact- Sultan Nagar-9412540707,2024-01-13,805000,2024-03-07
2870,Normal/Others,"WS/MP186/2023-2024/81741-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,reterning wall and beautification,2024-01-14,4989848,2024-02-23
2871,Normal/Others,WS/MP186/2023-2024/81744-Construction of shelters for animals,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction work of chaff warehouse and boundary wall for public destitute cow shelter.,2024-01-14,4596799,2024-02-23
2872,Normal/Others,WS/MP186/2023-2024/81746-Construction of night shelters for homeless,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction work of night shelter at public place near Badauna Baba,2024-01-14,1994193,2024-03-10
2873,Normal/Others,WS/MP186/2023-2024/81749-Construction of rainwater harvesting structures,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Beautification work of Amrit Sarovar Pond,2024-01-14,4000000,2024-02-23
2874,Normal/Others,"WS/MP186/2023-2024/81750-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,"CC construction work up to Scheduled Basti, Baya Mandir, length 300m, width 400m.",2024-01-14,3000000,2024-02-23
2875,Normal/Others,WS/MP186/2023-2024/81752-Construction of culverts and bridges,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Flat construction on Machhehua drain,2024-01-14,4000000,2024-02-23
2876,Normal/Others,"WS/MP186/2023-2024/81754-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,CC construction length 500m from main road to Kol Basti.,2024-01-14,3000000,2024-02-22
2877,Normal/Others,"WS/MP186/2023-2024/81756-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Inter locking length 400m from City Link Road Ithiya to Parman Patti Basti.,2024-01-14,2500000,2024-02-23
2878,Normal/Others,WS/MP186/2023-2024/81758-Construction of night shelters for homeless,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction work of night shelter at public place near Kanothi Ashram,2024-01-14,4000000,2024-02-23
2879,Normal/Others,WS/MP186/2023-2024/81759-Purchase of non-conventional energy system and devices for community use,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Work of solar light and solar pump at public place near Shri Krishna Yoga Maya Ashram Ashtbhuja.,2024-01-14,3000000,2024-03-06
2880,Normal/Others,"WS/MP186/2023-2024/81760-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction work of CC road and retaining wall from the house of Shri Shyam Dhar Tiwari to Chaura Mai Mandir Tirahe.,2024-01-14,3000000,2024-02-27
2881,Normal/Others,WS/MP186/2023-2024/81764-Construction of boundary walls of existing public and community buildings,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction work of boundary wall of Ayurveda Hospital Kota Ghat,2024-01-14,3000000,2024-02-23
2882,Normal/Others,WS/MP186/2023-2024/81766-Renovation of ponds and lakes,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of Amrit Sarovar Pond in Gram Panchayat Baidha,2024-01-14,4000000,2024-02-21
2883,Normal/Others,WS/MP186/2023-2024/81767-Construction of culverts and bridges,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction progressed on Setuhar drain,2024-01-14,4600000,2024-02-23
2884,Normal/Others,WS/MP186/2024-2025/81771-Construction of public toilets and bathrooms,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,construction of community toilets.,2024-01-14,1500000,2024-11-06
2885,Normal/Others,"WS/MP186/2023-2024/81778-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of ghat on Sewati river,2024-01-14,3000000,2024-02-21
2886,Normal/Others,WS/MP186/2023-2024/81780-Construction of boundary walls of existing public and community buildings,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,construction of boundary wall of wedding house.,2024-01-14,2990972,2024-02-21
2887,Normal/Others,WS/MP186/2023-2024/81782-Construction of community centers and community halls,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,wedding house construction work.,2024-01-14,4000000,2024-02-23
2888,Repair and Renovation,WS/MP186/2024-2025/81785-Street lights,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,High mask solar light at the intersection of Dilip Nishad in Nishad Tola Basti in Maheva.,2024-01-14,150000,2024-11-06
2889,Normal/Others,WS/MP186/2023-2024/81788-Construction of boundary walls of existing public and community buildings,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction work of Barauha Umaria Instrument Cooperative Society Boundary Wall,2024-01-14,2000000,2024-02-21
2890,Normal/Others,WS/MP186/2023-2024/81790-Construction of shelters for animals,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Chaff warehouse and boundary construction work for public destitute cow shelter.,2024-01-14,4600000,2024-02-21
2891,Normal/Others,WS/MP186/2025-2026/81793-Construction of buildings for community cultural activities,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Maharana Pratap Memorial Gate in Gram Panchayat Madhopur Chhatauna Block Jaisinghpur District Sultanpur.,2024-01-14,1000000,2025-07-05
2892,Normal/Others,WS/MP186/2023-2024/81794-Construction of night shelters for homeless,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction work of night shelter at public place at Mahadev Temple.,2024-01-14,2989858,2024-02-21
2893,Normal/Others,WS/MP186/2023-2024/81997-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar light in Khel Maidan,2024-01-14,131736,2024-02-21
2894,Normal/Others,WS/MP186/2023-2024/81998-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar in main basti manju chauraha,2024-01-14,131736,2024-02-21
2895,Normal/Others,WS/MP186/2023-2024/81999-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar light in Pal Basti Haridas Pal Chauraha,2024-01-14,131736,2024-02-21
2896,Normal/Others,WS/MP186/2023-2024/82000-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar Light in Ghorahawa Shankar Mandir,2024-01-14,131736,2024-02-21
2897,Normal/Others,WS/MP186/2023-2024/82001-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar Light in Sadhan Sahkar Samiti Campus,2024-01-14,131736,2024-02-21
2898,Normal/Others,WS/MP186/2023-2024/82002-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar in Nahar Chauraha Barya,2024-01-14,131736,2024-02-21
2899,Normal/Others,WS/MP186/2023-2024/82003-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar Light in Kol Basti Chauraha,2024-01-14,131736,2024-02-21
2900,Normal/Others,WS/MP186/2023-2024/82004-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar Light in Aura Ashram,2024-01-14,131736,2024-02-21
2901,Normal/Others,WS/MP186/2023-2024/82005-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar Light in Hanuman Mandir Mahokhar,2024-01-14,131736,2024-02-21
2902,Normal/Others,WS/MP186/2025-2026/82007-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar Light At public place near of Hanumand Mandir,2024-01-14,132000,2025-06-28
2903,Normal/Others,WS/MP186/2025-2026/82008-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar Light in Kol Basti,2024-01-14,132000,2025-06-28
2904,Normal/Others,WS/MP186/2025-2026/82009-Lighting of public spaces,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,1 Solar Light At public place near Gurudev Nagar Ashram,2024-01-14,132000,2025-06-28
